,0,1
2751,Tie,Tie
2752,D11,Player 2
2753,D9,player 1
2754,H12,Player 2
2755,H8,player 1
2756,S12,Player 2
2757,H7,Player 2
2758,C8,player 1
2759,D9,Player 2
2760,H13,Player 2
2761,S13,Player 2
2762,D8,Player 2
2763,D13,Player 2
2764,C5,Player 2
2765,C7,Player 2
2766,H7,Player 2
2767,Tie,Tie
2768,H4,player 1
2769,H6,Player 2
2770,C13,Player 2
2771,S8,player 1
2772,D10,player 1
2773,D11,Player 2
2774,H12,Player 2
2775,D9,player 1
2776,C7,player 1
2777,S7,Player 2
2778,D9,Player 2
2779,D6,Player 2
2780,S10,Player 2
2781,H9,Player 2
2782,D8,Player 2
2783,S13,Player 2
2784,D12,Player 2
2785,D3,Player 2
2786,H10,Player 2
2787,C4,Player 2
2788,D7,Player 2
2789,C9,Player 2
2790,D6,Player 2
2791,S12,player 1
2792,Tie,Tie
2793,H12,player 1
2794,Tie,Tie
2795,S13,player 1
2796,H11,player 1
2797,Tie,Tie
2798,S11,player 1
2799,S11,player 1
2800,S8,Player 2
2801,H11,Player 2
2802,H2,player 1
2803,C9,Player 2
2804,S3,player 1
2805,S6,Player 2
2806,D7,player 1
2807,C11,Player 2
2808,Tie,Tie
2809,C13,player 1
2810,H13,Player 2
2811,D11,player 1
2812,C13,player 1
2813,D12,player 1
2814,D11,Player 2
2815,S12,Player 2
2816,D12,Player 2
2817,D10,player 1
2818,S11,Player 2
2819,S13,player 1
2820,D7,Player 2
2821,Tie,Tie
2822,Tie,Tie
2823,D10,player 1
2824,D2,player 1
2825,H12,Player 2
2826,Tie,Tie
2827,H4,Player 2
2828,Tie,Tie
2829,S13,player 1
2830,S4,player 1
2831,H11,Player 2
2832,H8,Player 2
2833,D13,player 1
2834,C7,player 1
2835,S7,Player 2
2836,C9,player 1
2837,C9,player 1
2838,S13,player 1
2839,C10,player 1
2840,S13,Player 2
2841,S8,player 1
2842,S9,Player 2
2843,C13,player 1
2844,Tie,Tie
2845,S13,player 1
2846,D10,player 1
2847,S10,Player 2
2848,D9,Player 2
2849,C11,Player 2
2850,C7,player 1
2851,H13,Player 2
2852,S10,player 1
2853,H10,player 1
2854,S9,player 1
2855,Tie,Tie
2856,D12,player 1
2857,H8,player 1
2858,H13,Player 2
2859,Tie,Tie
2860,C11,Player 2
2861,D12,player 1
2862,D13,player 1
2863,Tie,Tie
2864,H11,player 1
2865,C13,player 1
2866,Tie,Tie
2867,H8,Player 2
2868,S10,Player 2
2869,C13,player 1
2870,D8,player 1
2871,S11,Player 2
2872,C13,player 1
2873,H10,Player 2
2874,H7,Player 2
2875,H8,Player 2
2876,S4,Player 2
2877,H4,Player 2
2878,S9,player 1
2879,H13,player 1
2880,H6,Player 2
2881,S12,player 1
2882,S11,Player 2
2883,S11,Player 2
2884,H9,player 1
2885,D8,player 1
2886,C12,Player 2
2887,S10,Player 2
2888,D8,player 1
2889,C10,player 1
2890,C12,Player 2
2891,C12,player 1
2892,D9,player 1
2893,D6,player 1
2894,S7,player 1
2895,Tie,Tie
2896,S11,Player 2
2897,H12,player 1
2898,H6,Player 2
2899,C8,Player 2
2900,D12,player 1
2901,D7,player 1
2902,S12,player 1
2903,S5,Player 2
2904,C11,Player 2
2905,C13,Player 2
2906,S8,Player 2
2907,H9,player 1
2908,H11,player 1
2909,S10,player 1
2910,D13,Player 2
2911,S12,Player 2
2912,C7,player 1
2913,D9,player 1
2914,Tie,Tie
2915,Tie,Tie
2916,C11,player 1
2917,H3,player 1
2918,D12,player 1
2919,D11,player 1
2920,D8,Player 2
2921,C4,Player 2
2922,D10,Player 2
2923,D2,Player 2
2924,S11,Player 2
2925,C10,Player 2
2926,C7,player 1
2927,H12,Player 2
2928,C13,player 1
2929,D13,player 1
2930,H13,player 1
2931,H11,player 1
2932,D12,player 1
2933,D12,player 1
2934,D7,player 1
2935,D8,Player 2
2936,H10,player 1
2937,Tie,Tie
2938,S9,player 1
2939,D13,player 1
2940,C4,Player 2
2941,Tie,Tie
2942,S12,Player 2
2943,D9,Player 2
2944,C7,Player 2
2945,S13,Player 2
2946,D11,Player 2
2947,S5,Player 2
2948,H9,Player 2
2949,S10,player 1
2950,C13,player 1
2951,Tie,Tie
2952,C13,Player 2
2953,S12,Player 2
2954,D13,Player 2
2955,H12,Player 2
2956,C10,player 1
2957,S13,Player 2
2958,Tie,Tie
2959,D13,player 1
2960,H9,Player 2
2961,H11,Player 2
2962,S13,Player 2
2963,C3,Player 2
2964,S10,Player 2
2965,C5,player 1
2966,D13,player 1
2967,D7,player 1
2968,D8,player 1
2969,D13,Player 2
2970,H13,Player 2
2971,D11,Player 2
2972,D13,Player 2
2973,C8,Player 2
2974,C9,Player 2
2975,S10,player 1
2976,H4,Player 2
2977,S13,player 1
2978,D10,player 1
2979,D13,player 1
2980,S9,player 1
2981,Tie,Tie
2982,S6,player 1
2983,Tie,Tie
2984,D10,Player 2
2985,S11,Player 2
2986,D3,Player 2
2987,H13,player 1
2988,S9,Player 2
2989,S13,player 1
2990,S4,player 1
2991,S7,Player 2
2992,C7,Player 2
2993,C10,player 1
2994,H7,Player 2
2995,Tie,Tie
2996,H8,Player 2
2997,C11,player 1
2998,H12,player 1
2999,H11,player 1
3000,D13,player 1
3001,Tie,Tie
3002,D6,player 1
3003,Tie,Tie
3004,H12,player 1
3005,H10,player 1
3006,D3,player 1
3007,H12,player 1
3008,C5,player 1
3009,D9,Player 2
3010,D9,player 1
3011,Tie,Tie
3012,C7,Player 2
3013,C12,Player 2
3014,C8,player 1
3015,S8,Player 2
3016,H10,player 1
3017,S8,player 1
3018,D13,Player 2
3019,Tie,Tie
3020,H7,player 1
3021,C13,player 1
3022,C5,player 1
3023,C8,player 1
3024,D5,Player 2
3025,C13,Player 2
3026,S11,Player 2
3027,S11,player 1
3028,D9,player 1
3029,S11,player 1
3030,C9,Player 2
3031,S3,Player 2
3032,S11,Player 2
3033,H12,Player 2
3034,S8,player 1
3035,H12,Player 2
3036,C13,Player 2
3037,H4,Player 2
3038,S12,player 1
3039,S13,Player 2
3040,C9,player 1
3041,S9,Player 2
3042,H6,Player 2
3043,S8,player 1
3044,C12,player 1
3045,S13,player 1
3046,S4,player 1
3047,S11,player 1
3048,C8,Player 2
3049,H3,Player 2
3050,S5,player 1
3051,D12,Player 2
3052,D8,Player 2
3053,H9,Player 2
3054,D6,Player 2
3055,S6,player 1
3056,S13,player 1
3057,H11,Player 2
3058,Tie,Tie
3059,H10,player 1
3060,C6,Player 2
3061,H7,Player 2
3062,S13,Player 2
3063,S13,player 1
3064,D12,Player 2
3065,H4,player 1
3066,C13,player 1
3067,C8,Player 2
3068,H12,player 1
3069,S7,player 1
3070,H13,Player 2
3071,H10,player 1
3072,S5,player 1
3073,Tie,Tie
3074,S7,player 1
3075,C13,player 1
3076,S12,player 1
3077,H5,Player 2
3078,C9,Player 2
3079,D12,player 1
3080,S12,Player 2
3081,C11,player 1
3082,D10,player 1
3083,H9,player 1
3084,D9,Player 2
3085,S13,player 1
3086,D3,Player 2
3087,H9,player 1
3088,C7,player 1
3089,Tie,Tie
3090,H5,player 1
3091,D10,player 1
3092,H9,Player 2
3093,S13,player 1
3094,S5,Player 2
3095,H8,player 1
3096,S13,player 1
3097,D5,Player 2
3098,C13,Player 2
3099,D13,player 1
3100,Tie,Tie
3101,C9,Player 2
3102,Tie,Tie
3103,H6,Player 2
3104,H9,player 1
3105,S11,player 1
3106,H11,Player 2
3107,D4,Player 2
3108,D4,player 1
3109,D6,player 1
3110,H9,Player 2
3111,H9,Player 2
3112,S10,Player 2
3113,S12,player 1
3114,Tie,Tie
3115,D9,player 1
3116,S13,player 1
3117,H9,Player 2
3118,D11,player 1
3119,S4,Player 2
3120,C9,Player 2
3121,H9,Player 2
3122,H12,Player 2
3123,D9,player 1
3124,H10,player 1
3125,H13,player 1
3126,S12,player 1
3127,S11,Player 2
3128,D11,Player 2
3129,C3,player 1
3130,Tie,Tie
3131,H12,player 1
3132,C9,Player 2
3133,Tie,Tie
3134,S13,Player 2
3135,D9,Player 2
3136,D11,player 1
3137,S7,Player 2
3138,H12,player 1
3139,H13,player 1
3140,D11,player 1
3141,C10,player 1
3142,S12,player 1
3143,D13,player 1
3144,D9,player 1
3145,D6,player 1
3146,C11,player 1
3147,S10,Player 2
3148,C9,player 1
3149,C6,player 1
3150,S12,Player 2
3151,Tie,Tie
3152,S8,Player 2
3153,D12,player 1
3154,Tie,Tie
3155,H3,player 1
3156,D7,player 1
3157,S8,player 1
3158,H10,player 1
3159,H8,Player 2
3160,D12,player 1
3161,C13,player 1
3162,C12,Player 2
3163,D9,Player 2
3164,S5,player 1
3165,D13,Player 2
3166,H11,player 1
3167,C8,player 1
3168,C7,Player 2
3169,H9,player 1
3170,H6,Player 2
3171,C9,player 1
3172,S12,Player 2
3173,D6,player 1
3174,C2,player 1
3175,D13,Player 2
3176,C4,Player 2
3177,D8,Player 2
3178,H12,Player 2
3179,D9,Player 2
3180,D13,Player 2
3181,C12,Player 2
3182,C10,player 1
3183,H7,player 1
3184,Tie,Tie
3185,C9,player 1
3186,D9,player 1
3187,C10,Player 2
3188,C12,Player 2
3189,Tie,Tie
3190,C13,player 1
3191,Tie,Tie
3192,C12,Player 2
3193,S7,Player 2
3194,S5,Player 2
3195,S10,Player 2
3196,C13,player 1
3197,S6,Player 2
3198,S7,Player 2
3199,C7,Player 2
3200,S10,Player 2
3201,H6,player 1
3202,S10,player 1
3203,S12,Player 2
3204,D10,player 1
3205,C12,player 1
3206,D4,player 1
3207,H7,player 1
3208,H8,player 1
3209,S12,Player 2
3210,S13,Player 2
3211,D10,player 1
3212,H8,player 1
3213,H8,player 1
3214,D10,player 1
3215,C6,Player 2
3216,D9,Player 2
3217,S12,player 1
3218,S11,Player 2
3219,H9,player 1
3220,D10,player 1
3221,H10,Player 2
3222,S11,player 1
3223,S13,Player 2
3224,H10,Player 2
3225,D13,player 1
3226,Tie,Tie
3227,D10,Player 2
3228,H10,player 1
3229,H8,Player 2
3230,D10,player 1
3231,C6,player 1
3232,C9,player 1
3233,S11,player 1
3234,Tie,Tie
3235,D6,player 1
3236,C11,Player 2
3237,S12,player 1
3238,S10,Player 2
3239,C7,player 1
3240,H7,Player 2
3241,C13,Player 2
3242,H10,player 1
3243,S13,Player 2
3244,H12,player 1
3245,C13,player 1
3246,S6,player 1
3247,C9,Player 2
3248,H11,player 1
3249,C10,Player 2
3250,H13,player 1
3251,D4,Player 2
3252,H8,Player 2
3253,S10,Player 2
3254,H11,Player 2
3255,S13,player 1
3256,D8,player 1
3257,S7,Player 2
3258,S9,Player 2
3259,C4,player 1
3260,C11,player 1
3261,H13,player 1
3262,C10,player 1
3263,D4,Player 2
3264,D7,Player 2
3265,C12,player 1
3266,H7,player 1
3267,H7,player 1
3268,C3,Player 2
3269,S9,Player 2
3270,D13,player 1
3271,C9,player 1
3272,S11,Player 2
3273,S9,player 1
3274,C11,Player 2
3275,S9,player 1
3276,S10,Player 2
3277,C12,Player 2
3278,C12,player 1
3279,D11,Player 2
3280,C6,player 1
3281,H10,player 1
3282,D3,player 1
3283,C12,player 1
3284,H13,player 1
3285,D9,player 1
3286,D13,Player 2
3287,H11,Player 2
3288,C9,Player 2
3289,H4,Player 2
3290,H10,Player 2
3291,S9,Player 2
3292,H3,player 1
3293,Tie,Tie
3294,D12,Player 2
3295,D7,Player 2
3296,C8,player 1
3297,D12,Player 2
3298,Tie,Tie
3299,C13,player 1
3300,H4,Player 2
3301,S12,Player 2
3302,D12,player 1
3303,C10,player 1
3304,S12,player 1
3305,C12,Player 2
3306,S10,Player 2
3307,D11,Player 2
3308,H8,Player 2
3309,S12,player 1
3310,C12,player 1
3311,C10,player 1
3312,H11,player 1
3313,Tie,Tie
3314,S5,Player 2
3315,C11,Player 2
3316,C8,player 1
3317,S8,player 1
3318,H13,Player 2
3319,H10,Player 2
3320,D5,Player 2
3321,H9,player 1
3322,S6,player 1
3323,D12,player 1
3324,D11,Player 2
3325,C8,player 1
3326,S12,Player 2
3327,D9,Player 2
3328,S12,player 1
3329,H8,Player 2
3330,S6,player 1
3331,S4,Player 2
3332,H13,player 1
3333,C11,player 1
3334,C12,Player 2
3335,H10,player 1
3336,D9,player 1
3337,C8,Player 2
3338,H4,player 1
3339,S11,Player 2
3340,H11,Player 2
3341,D11,player 1
3342,C6,player 1
3343,Tie,Tie
3344,D11,Player 2
3345,D10,player 1
3346,Tie,Tie
3347,S7,player 1
3348,S12,player 1
3349,C5,player 1
3350,H13,player 1
3351,S8,player 1
3352,S13,player 1
3353,H13,player 1
3354,S7,Player 2
3355,C6,player 1
3356,H5,player 1
3357,H7,player 1
3358,C13,player 1
3359,D9,player 1
3360,D11,player 1
3361,C4,Player 2
3362,S8,player 1
3363,S4,player 1
3364,H9,Player 2
3365,S8,player 1
3366,S12,Player 2
3367,H9,Player 2
3368,D9,Player 2
3369,D8,Player 2
3370,Tie,Tie
3371,H10,player 1
3372,H11,player 1
3373,C10,player 1
3374,C9,Player 2
3375,S4,player 1
3376,D13,Player 2
3377,C12,Player 2
3378,S4,Player 2
3379,D13,Player 2
3380,D13,player 1
3381,C12,player 1
3382,C8,player 1
3383,C13,player 1
3384,D12,player 1
3385,D12,Player 2
3386,C5,Player 2
3387,D4,Player 2
3388,H11,Player 2
3389,H13,player 1
3390,S13,player 1
3391,D12,player 1
3392,S8,Player 2
3393,H7,player 1
3394,C13,player 1
3395,C12,Player 2
3396,H12,Player 2
3397,D3,player 1
3398,H12,player 1
3399,D9,player 1
3400,C13,Player 2
3401,D12,player 1
3402,H5,Player 2
3403,D9,Player 2
3404,H12,player 1
3405,C5,player 1
3406,S12,Player 2
3407,D5,player 1
3408,Tie,Tie
3409,S7,Player 2
3410,C9,player 1
3411,H6,player 1
3412,D12,player 1
3413,D11,Player 2
3414,C10,player 1
3415,S8,Player 2
3416,Tie,Tie
3417,S10,Player 2
3418,C10,player 1
3419,S11,Player 2
3420,H11,player 1
3421,C6,player 1
3422,D8,Player 2
3423,D7,player 1
3424,D12,Player 2
3425,H13,player 1
3426,H10,player 1
3427,D13,player 1
3428,C13,Player 2
3429,H2,player 1
3430,D13,Player 2
3431,S13,Player 2
3432,S9,Player 2
3433,S12,Player 2
3434,S8,player 1
3435,H13,player 1
3436,H7,player 1
3437,S13,player 1
3438,H12,Player 2
3439,C9,player 1
3440,D10,Player 2
3441,C9,Player 2
3442,H12,player 1
3443,D11,player 1
3444,S8,player 1
3445,D13,player 1
3446,D11,player 1
3447,S13,player 1
3448,S7,player 1
3449,H11,Player 2
3450,C13,player 1
3451,D12,player 1
3452,H9,Player 2
3453,D11,player 1
3454,H3,player 1
3455,C10,player 1
3456,H12,player 1
3457,S11,player 1
3458,H6,Player 2
3459,D13,player 1
3460,D13,Player 2
3461,D5,Player 2
3462,S12,Player 2
3463,C6,Player 2
3464,H9,player 1
3465,H11,Player 2
3466,H10,Player 2
3467,D13,Player 2
3468,D12,Player 2
3469,C12,Player 2
3470,Tie,Tie
3471,Tie,Tie
3472,C10,Player 2
3473,H12,player 1
3474,S9,Player 2
3475,Tie,Tie
3476,H10,player 1
3477,S3,player 1
3478,H11,player 1
3479,C3,player 1
3480,D11,player 1
3481,C8,player 1
3482,C10,Player 2
3483,H12,player 1
3484,C11,Player 2
3485,H9,Player 2
3486,S13,Player 2
3487,C9,player 1
3488,H12,Player 2
3489,D11,player 1
3490,C7,Player 2
3491,S11,player 1
3492,S9,Player 2
3493,D11,Player 2
3494,S9,Player 2
3495,C12,player 1
3496,H7,Player 2
3497,D10,Player 2
3498,S10,Player 2
3499,D12,player 1
3500,S4,Player 2
3501,D13,player 1
3502,C4,player 1
3503,S13,Player 2
3504,D9,Player 2
3505,D9,player 1
3506,S2,Player 2
3507,H10,player 1
3508,D8,player 1
3509,C4,player 1
3510,C6,player 1
3511,H11,Player 2
3512,H11,player 1
3513,S6,player 1
3514,H11,player 1
3515,H12,Player 2
3516,D12,player 1
3517,S9,player 1
3518,H13,Player 2
3519,D2,Player 2
3520,C7,player 1
3521,H8,player 1
3522,S11,Player 2
3523,S13,Player 2
3524,D7,Player 2
3525,H8,player 1
3526,H13,player 1
3527,C11,player 1
3528,C3,Player 2
3529,Tie,Tie
3530,C4,player 1
3531,D13,Player 2
3532,D10,Player 2
3533,H3,Player 2
3534,D13,player 1
3535,S12,player 1
3536,C10,Player 2
3537,D8,Player 2
3538,S13,Player 2
3539,C4,player 1
3540,Tie,Tie
3541,H5,Player 2
3542,Tie,Tie
3543,D3,player 1
3544,H8,Player 2
3545,C10,player 1
3546,D13,player 1
3547,H13,player 1
3548,S9,player 1
3549,C10,player 1
3550,C12,player 1
3551,C8,player 1
3552,C9,Player 2
3553,C11,Player 2
3554,H9,Player 2
3555,C7,Player 2
3556,H6,player 1
3557,C11,Player 2
3558,H10,Player 2
3559,C7,Player 2
3560,Tie,Tie
3561,D6,Player 2
3562,C12,Player 2
3563,D9,Player 2
3564,D13,Player 2
3565,C12,player 1
3566,S12,player 1
3567,S12,player 1
3568,D12,player 1
3569,S10,Player 2
3570,H10,player 1
3571,S5,player 1
3572,C13,player 1
3573,S12,Player 2
3574,C11,Player 2
3575,Tie,Tie
3576,H9,player 1
3577,D7,Player 2
3578,H10,Player 2
3579,C5,player 1
3580,C9,player 1
3581,H7,player 1
3582,C8,player 1
3583,C6,Player 2
3584,C11,Player 2
3585,C13,Player 2
3586,C10,player 1
3587,H4,Player 2
3588,C9,Player 2
3589,D2,player 1
3590,H11,Player 2
3591,D11,Player 2
3592,D6,player 1
3593,H11,Player 2
3594,C4,Player 2
3595,C4,Player 2
3596,H11,player 1
3597,D7,Player 2
3598,S9,player 1
3599,H13,player 1
3600,H11,player 1
3601,H5,player 1
3602,S12,player 1
3603,H11,Player 2
3604,D9,player 1
3605,S11,Player 2
3606,S4,Player 2
3607,H13,Player 2
3608,S10,Player 2
3609,S10,Player 2
3610,D5,Player 2
3611,H7,player 1
3612,C5,player 1
3613,D8,player 1
3614,H13,Player 2
3615,S10,Player 2
3616,D8,Player 2
3617,C9,Player 2
3618,H13,player 1
3619,D6,Player 2
3620,S10,Player 2
3621,S13,player 1
3622,S2,Player 2
3623,D10,Player 2
3624,S12,Player 2
3625,Tie,Tie
3626,H8,player 1
3627,H12,player 1
3628,S12,player 1
3629,H4,player 1
3630,Tie,Tie
3631,S10,player 1
3632,S9,player 1
3633,D11,Player 2
3634,S13,Player 2
3635,C10,Player 2
3636,D12,Player 2
3637,C10,Player 2
3638,C10,Player 2
3639,S9,Player 2
3640,C7,Player 2
3641,C11,player 1
3642,S10,player 1
3643,D8,Player 2
3644,S11,player 1
3645,D10,Player 2
3646,H7,player 1
3647,C13,player 1
3648,S10,Player 2
3649,S6,player 1
3650,S13,player 1
3651,H6,Player 2
3652,C12,player 1
3653,C4,Player 2
3654,Tie,Tie
3655,S6,player 1
3656,H8,Player 2
3657,H13,Player 2
3658,D6,player 1
3659,H11,player 1
3660,C13,Player 2
3661,Tie,Tie
3662,C12,Player 2
3663,D8,Player 2
3664,H8,player 1
3665,C11,player 1
3666,C8,Player 2
3667,H12,player 1
3668,C13,player 1
3669,C10,player 1
3670,Tie,Tie
3671,S8,Player 2
3672,H13,player 1
3673,C8,Player 2
3674,H13,player 1
3675,H8,player 1
3676,D3,player 1
3677,H10,player 1
3678,D13,Player 2
3679,C3,player 1
3680,H12,player 1
3681,H13,Player 2
3682,S12,player 1
3683,Tie,Tie
3684,D10,Player 2
3685,H12,player 1
3686,S9,Player 2
3687,D5,player 1
3688,D12,player 1
3689,D2,Player 2
3690,H7,player 1
3691,C12,player 1
3692,C11,player 1
3693,H11,player 1
3694,C9,Player 2
3695,D11,player 1
3696,S9,Player 2
3697,H12,Player 2
3698,S6,Player 2
3699,C13,Player 2
3700,H11,player 1
3701,Tie,Tie
3702,H9,Player 2
3703,S8,player 1
3704,S12,Player 2
3705,C13,Player 2
3706,H7,player 1
3707,C12,player 1
3708,D11,Player 2
3709,H10,Player 2
3710,H13,player 1
3711,Tie,Tie
3712,D5,Player 2
3713,C10,Player 2
3714,D11,Player 2
3715,H12,player 1
3716,S11,Player 2
3717,C11,player 1
3718,H12,Player 2
3719,Tie,Tie
3720,D7,Player 2
3721,H9,Player 2
3722,S8,Player 2
3723,S13,Player 2
3724,S11,player 1
3725,D10,player 1
3726,C11,Player 2
3727,S2,player 1
3728,C7,player 1
3729,H5,player 1
3730,H3,player 1
3731,D11,Player 2
3732,C5,player 1
3733,S13,Player 2
3734,S10,Player 2
3735,D13,player 1
3736,S9,Player 2
3737,C11,player 1
3738,S5,Player 2
3739,H12,Player 2
3740,H12,player 1
3741,H12,player 1
3742,H8,player 1
3743,C10,Player 2
3744,Tie,Tie
3745,Tie,Tie
3746,Tie,Tie
3747,C11,player 1
3748,D9,player 1
3749,D7,Player 2
3750,S13,Player 2
3751,C11,Player 2
3752,Tie,Tie
3753,D13,player 1
3754,S11,Player 2
3755,H9,Player 2
3756,C13,player 1
3757,H12,player 1
3758,S7,player 1
3759,C6,player 1
3760,D9,player 1
3761,H12,player 1
3762,D12,Player 2
3763,D7,Player 2
3764,C6,Player 2
3765,S8,Player 2
3766,S13,Player 2
3767,S7,Player 2
3768,D13,Player 2
3769,H10,player 1
3770,D11,Player 2
3771,C5,Player 2
3772,S11,player 1
3773,Tie,Tie
3774,C5,player 1
3775,C9,Player 2
3776,C8,Player 2
3777,C10,Player 2
3778,Tie,Tie
3779,C12,player 1
3780,D5,Player 2
3781,D8,Player 2
3782,D6,Player 2
3783,C7,Player 2
3784,C12,player 1
3785,C8,Player 2
3786,D11,player 1
3787,S9,player 1
3788,D11,player 1
3789,C13,player 1
3790,C12,Player 2
3791,H4,player 1
3792,S4,player 1
3793,C12,Player 2
3794,H10,player 1
3795,Tie,Tie
3796,H7,Player 2
3797,D12,Player 2
3798,C7,Player 2
3799,C10,player 1
3800,H10,Player 2
3801,C13,player 1
3802,C12,Player 2
3803,D12,Player 2
3804,D11,Player 2
3805,S6,player 1
3806,H7,Player 2
3807,Tie,Tie
3808,Tie,Tie
3809,D11,player 1
3810,C12,Player 2
3811,Tie,Tie
3812,D12,player 1
3813,H2,Player 2
3814,H7,player 1
3815,C3,Player 2
3816,D11,Player 2
3817,S10,player 1
3818,C8,player 1
3819,D10,player 1
3820,S10,Player 2
3821,H9,player 1
3822,D9,Player 2
3823,C13,player 1
3824,S13,player 1
3825,H13,Player 2
3826,H12,player 1
3827,C12,player 1
3828,Tie,Tie
3829,H6,Player 2
3830,C6,player 1
3831,C12,player 1
3832,D12,Player 2
3833,D13,player 1
3834,S12,Player 2
3835,S8,player 1
3836,C11,player 1
3837,H10,player 1
3838,C10,Player 2
3839,H8,player 1
3840,S12,Player 2
3841,S10,player 1
3842,Tie,Tie
3843,C12,player 1
3844,H8,player 1
3845,Tie,Tie
3846,D11,Player 2
3847,H10,Player 2
3848,C10,player 1
3849,H6,Player 2
3850,C13,player 1
3851,Tie,Tie
3852,S11,Player 2
3853,D6,Player 2
3854,C12,Player 2
3855,H7,player 1
3856,C7,player 1
3857,C13,player 1
3858,C8,player 1
3859,C9,player 1
3860,S12,player 1
3861,S3,player 1
3862,C11,Player 2
3863,Tie,Tie
3864,S7,Player 2
3865,H11,player 1
3866,H11,Player 2
3867,C12,Player 2
3868,S12,Player 2
3869,C11,Player 2
3870,C11,player 1
3871,D12,player 1
3872,D11,Player 2
3873,H12,Player 2
3874,C4,Player 2
3875,C10,player 1
3876,S7,Player 2
3877,S11,player 1
3878,S8,Player 2
3879,D12,Player 2
3880,S6,Player 2
3881,H10,Player 2
3882,S13,Player 2
3883,H8,Player 2
3884,Tie,Tie
3885,D5,Player 2
3886,C12,player 1
3887,D10,Player 2
3888,C11,Player 2
3889,C2,Player 2
3890,C8,player 1
3891,C11,player 1
3892,D11,player 1
3893,S12,player 1
3894,H11,Player 2
3895,S13,Player 2
3896,D13,Player 2
3897,C5,player 1
3898,C13,Player 2
3899,Tie,Tie
3900,S10,player 1
3901,C8,Player 2
3902,S7,Player 2
3903,S3,Player 2
3904,C11,player 1
3905,D9,player 1
3906,C7,player 1
3907,Tie,Tie
3908,D9,Player 2
3909,S12,Player 2
3910,S8,Player 2
3911,C4,player 1
3912,C8,player 1
3913,H3,Player 2
3914,D9,Player 2
3915,Tie,Tie
3916,C8,Player 2
3917,S10,Player 2
3918,Tie,Tie
3919,C6,player 1
3920,D6,Player 2
3921,C12,player 1
3922,S3,Player 2
3923,D4,Player 2
3924,S7,player 1
3925,H10,Player 2
3926,H13,Player 2
3927,Tie,Tie
3928,S12,Player 2
3929,S9,player 1
3930,D9,player 1
3931,D10,Player 2
3932,Tie,Tie
3933,C7,player 1
3934,S9,player 1
3935,D5,player 1
3936,D13,Player 2
3937,H13,Player 2
3938,H10,Player 2
3939,D3,player 1
3940,C13,Player 2
3941,H8,Player 2
3942,C13,player 1
3943,H10,Player 2
3944,S9,Player 2
3945,C4,Player 2
3946,Tie,Tie
3947,D13,player 1
3948,H10,player 1
3949,Tie,Tie
3950,C3,player 1
3951,H10,Player 2
3952,H7,Player 2
3953,H10,Player 2
3954,C6,player 1
3955,C13,player 1
3956,S13,player 1
3957,C8,player 1
3958,H12,player 1
3959,C8,Player 2
3960,D10,Player 2
3961,D12,Player 2
3962,D8,player 1
3963,D6,Player 2
3964,D7,player 1
3965,H10,player 1
3966,H12,player 1
3967,S9,player 1
3968,H12,player 1
3969,C7,Player 2
3970,S9,player 1
3971,C12,Player 2
3972,D6,Player 2
3973,H6,Player 2
3974,Tie,Tie
3975,D4,Player 2
3976,D3,Player 2
3977,C13,player 1
3978,Tie,Tie
3979,S11,Player 2
3980,D12,Player 2
3981,S6,player 1
3982,H13,player 1
3983,H3,player 1
3984,D8,player 1
3985,Tie,Tie
3986,Tie,Tie
3987,S8,player 1
3988,D9,player 1
3989,D11,player 1
3990,C7,player 1
3991,D12,player 1
3992,S6,Player 2
3993,H11,Player 2
3994,H10,player 1
3995,S12,Player 2
3996,S13,Player 2
3997,S11,player 1
3998,D12,player 1
3999,H9,player 1
4000,S11,Player 2
4001,H7,player 1
4002,D3,player 1
4003,C9,Player 2
4004,D10,player 1
4005,H11,player 1
4006,H9,player 1
4007,H12,Player 2
4008,H13,player 1
4009,H3,player 1
4010,S10,Player 2
4011,S10,player 1
4012,D9,Player 2
4013,S8,player 1
4014,D7,Player 2
4015,D13,Player 2
4016,S7,Player 2
4017,H13,Player 2
4018,D11,Player 2
4019,H12,player 1
4020,S12,Player 2
4021,S6,Player 2
4022,D9,player 1
4023,D7,Player 2
4024,C4,Player 2
4025,H4,player 1
4026,S7,Player 2
4027,H7,Player 2
4028,S6,Player 2
4029,D10,Player 2
4030,H11,player 1
4031,D13,Player 2
4032,S9,Player 2
4033,D7,Player 2
4034,C9,Player 2
4035,H9,Player 2
4036,S13,player 1
4037,D8,player 1
4038,H13,Player 2
4039,D11,player 1
4040,S11,player 1
4041,C9,player 1
4042,S12,Player 2
4043,H9,player 1
4044,S7,player 1
4045,H13,Player 2
4046,C9,player 1
4047,C12,player 1
4048,S12,Player 2
4049,Tie,Tie
4050,C11,Player 2
4051,S5,player 1
4052,D8,Player 2
4053,D10,player 1
4054,D8,Player 2
4055,C9,player 1
4056,H8,Player 2
4057,C9,Player 2
4058,C3,Player 2
4059,C12,Player 2
4060,H13,Player 2
4061,C9,player 1
4062,H13,Player 2
4063,D10,Player 2
4064,H10,player 1
4065,H13,player 1
4066,C13,player 1
4067,H6,Player 2
4068,C12,player 1
4069,S9,player 1
4070,D3,player 1
4071,C13,Player 2
4072,C12,player 1
4073,S9,Player 2
4074,H12,Player 2
4075,S5,player 1
4076,C3,Player 2
4077,H10,player 1
4078,S11,Player 2
4079,S10,player 1
